season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
2021,Abu Dhabi,20-09-2021,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Kolkata Knight Riders,0,9,Varun Chakravarthy,Sheikh Zayed Stadium,Chris Gaffaney,Sundaram Ravi,Virender Sharma
2021,Dubai,19-09-2021,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Chennai Super Kings,20,0,Ruturaj Gaikwad,Dubai International Cricket Stadium,Richard Illingworth,Nitin Menon,Anil Chaudhary
2021,Ahmedabad,02-05-2021,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,Mayank Agarwal,Narendra Modi Stadium,Anil Chaudhary,Anil Dandekar,Jayaraman Madanagopal
2021,Delhi,02-05-2021,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Rajasthan Royals,55,0,Jos Buttler,Feroz Shah Kotla,Chris Gaffaney,Chettithody Shamshuddin,Ulhas Gandhe
2021,Delhi,01-05-2021,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,Kieron Pollard,Feroz Shah Kotla,KN Ananthapadmanabhan,Nandan,Chris Gaffaney
2021,Ahmedabad,30-04-2021,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Punjab Kings,34,0,Harpreet Brar,Narendra Modi Stadium,Sundaram Ravi,Virender Sharma,Jayaraman Madanagopal
2021,Ahmedabad,29-04-2021,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,Prithvi Shaw,Narendra Modi Stadium,Yeshwant Barde,Anil Chaudhary,Anil Dandekar
2021,Delhi,29-04-2021,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,normal,0,Mumbai Indians,0,7,Quinton de Kock,Feroz Shah Kotla,KN Ananthapadmanabhan,Chris Gaffaney,Chettithody Shamshuddin
2021,Delhi,28-04-2021,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Chennai Super Kings,0,7,Ruturaj Gaikwad,Feroz Shah Kotla,Nandan,Chettithody Shamshuddin,KN Ananthapadmanabhan
2021,Ahmedabad,27-04-2021,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,normal,0,Royal Challengers Bangalore,1,0,AB de Villiers,Narendra Modi Stadium,Sundaram Ravi,Virender Sharma,Anil Chaudhary
2021,Ahmedabad,26-04-2021,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,Eoin Morgan,Narendra Modi Stadium,Yeshwant Barde,Paul Reiffel,Sundaram Ravi
2021,Chennai,25-04-2021,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,tie,0,Sunrisers Hyderabad,0,0,Prithvi Shaw,MA Chidambaram Stadium Chepauk,KN Ananthapadmanabhan,Chris Gaffaney,Tapan Sharma
2021,Mumbai,25-04-2021,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,69,0,Ravindra Jadeja,Wankhede Stadium,Anil Chaudhary,Virender Sharma,Navdeep Singh
2021,Mumbai,24-04-2021,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,Chris Morris,Wankhede Stadium,Navdeep Singh,Sundaram Ravi,Paul Reiffel
2021,Chennai,23-04-2021,Punjab Kings,Mumbai Indians,Kings XI Punjab,field,normal,0,Punjab Kings,0,9,KL Rahul,MA Chidambaram Stadium Chepauk,Nitin Menon,Chettithody Shamshuddin,Saiyed Khalid
2021,Mumbai,22-04-2021,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,10,Devdutt Padikkal,Wankhede Stadium,Jayaraman Madanagopal,Sundaram Ravi,Virender Sharma
2021,Mumbai,21-04-2021,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,18,0,Faf du Plessis,Wankhede Stadium,Anil Dandekar,Paul Reiffel,Anil Chaudhary
2021,Chennai,21-04-2021,Punjab Kings,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Sunrisers Hyderabad,0,9,Jonny Bairstow,MA Chidambaram Stadium Chepauk,Nitin Menon,Krishnamachari Srinivasan,KN Ananthapadmanabhan
2021,Chennai,20-04-2021,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,normal,0,Delhi Capitals,0,6,Amit Mishra,MA Chidambaram Stadium Chepauk,Chris Gaffaney,Chettithody Shamshuddin,Ulhas Gandhe
2021,Mumbai,19-04-2021,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,45,0,Moeen Ali,Wankhede Stadium,Paul Reiffel,Virender Sharma,Yeshwant Barde
2021,Mumbai,18-04-2021,Delhi Capitals,Punjab Kings,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,Shikhar Dhawan,Wankhede Stadium,Anil Chaudhary,Paul Reiffel,Sundaram Ravi
2021,Chennai,18-04-2021,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,38,0,AB de Villiers,MA Chidambaram Stadium Chepauk,Nitin Menon,Chettithody Shamshuddin,Chris Gaffaney
2021,Chennai,17-04-2021,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Mumbai Indians,13,0,Kieron Pollard,MA Chidambaram Stadium Chepauk,Chris Gaffaney,Krishnamachari Srinivasan,KN Ananthapadmanabhan
2021,Mumbai,16-04-2021,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,Deepak Chahar,Wankhede Stadium,Anil Chaudhary,Anil Dandekar,Virender Sharma
2021,Mumbai,15-04-2021,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,Jaydev Unadkat,Wankhede Stadium,Sundaram Ravi,Virender Sharma,Anil Chaudhary
2021,Chennai,14-04-2021,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,6,0,Glenn Maxwell,MA Chidambaram Stadium Chepauk,Ulhas Gandhe,Nitin Menon,Chettithody Shamshuddin
2021,Chennai,13-04-2021,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,normal,0,Mumbai Indians,10,0,Rahul Chahar,MA Chidambaram Stadium Chepauk,Chris Gaffaney,Chettithody Shamshuddin,KN Ananthapadmanabhan
2021,Mumbai,12-04-2021,Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,normal,0,Punjab Kings,4,0,Sanju Samson,Wankhede Stadium,Anil Chaudhary,Sundaram Ravi,Virender Sharma
2021,Chennai,11-04-2021,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,10,0,Nitish Rana,MA Chidambaram Stadium Chepauk,KN Ananthapadmanabhan,Nitin Menon,Chris Gaffaney
2021,Mumbai,10-04-2021,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,Shikhar Dhawan,Wankhede Stadium,Anil Chaudhary,Virender Sharma,Sundaram Ravi
2021,Chennai,09-04-2021,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,2,Harshal Patel,MA Chidambaram Stadium Chepauk,KN Ananthapadmanabhan,Nitin Menon,Chettithody Shamshuddin
2022,Mumbai,26-03-2022,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,Umesh Yadav,Wankhede Stadium,Anil Chaudhary,Nitin Menon,Virender Sharma
2022,Mumbai,27-03-2022,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,normal,0,Delhi Capitals,0,4,Kuldeep Yadav,Brabourne Stadium,Saiyed Khalid,Rod Tucker,Jayaraman Madanagopal
2022,Navi Mumbai,27-03-2022,Punjab Kings,Royal Challengers Bangalore,Kings XI Punjab,field,normal,0,Punjab Kings,0,5,Odean Smith,Dr DY Patil Sports Academy,Yeshwant Barde,Nitin Menon,Anil Chaudhary
2022,Mumbai,28-03-2022,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,field,normal,0,Gujarat Titans,0,5,Mohammed Shami,Wankhede Stadium,Pashchim Pathak,Virender Sharma,Rod Tucker
2022,Pune,29-03-2022,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,normal,0,Rajasthan Royals,61,0,Sanju Samson,Maharashtra Cricket Association Stadium,Ulhas Gandhe,Bruce Oxenford,KN Ananthapadmanabhan
2022,Navi Mumbai,30-03-2022,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,3,Wanindu Hasaranga de Silva,Dr DY Patil Sports Academy,Jayaraman Madanagopal,Navdeep Singh,Nitin Menon
2022,Mumbai,31-03-2022,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,normal,0,Lucknow Super Giants,0,6,Evin Lewis,Brabourne Stadium,Virender Sharma,Rod Tucker,Yeshwant Barde
2022,Mumbai,01-04-2022,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,Umesh Yadav,Wankhede Stadium,Anil Chaudhary,Saiyed Khalid,Jayaraman Madanagopal
2022,Navi Mumbai,02-04-2022,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,normal,0,Rajasthan Royals,23,0,Jos Buttler,Dr DY Patil Sports Academy,Nitin Menon,Pashchim Pathak,Virender Sharma
2022,Pune,02-04-2022,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,normal,0,Gujarat Titans,14,0,Lockie Ferguson,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,Ulhas Gandhe,Bruce Oxenford
2022,Mumbai,03-04-2022,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,normal,0,Punjab Kings,54,0,Liam Livingstone,Brabourne Stadium,Yeshwant Barde,Rod Tucker,Anil Chaudhary
2022,Navi Mumbai,04-04-2022,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,field,normal,0,Lucknow Super Giants,12,0,Avesh Khan,Dr DY Patil Sports Academy,Jayaraman Madanagopal,Navdeep Singh,Virender Sharma
2022,Mumbai,05-04-2022,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,Dinesh Karthik,Wankhede Stadium,Anil Chaudhary,Saiyed Khalid,Nitin Menon
2022,Pune,06-04-2022,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,Pat Cummins,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,Bruce Oxenford,Ulhas Gandhe
2022,Navi Mumbai,07-04-2022,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,field,normal,0,Lucknow Super Giants,0,6,Quinton de Kock,Dr DY Patil Sports Academy,Tapan Sharma,Rod Tucker,Jayaraman Madanagopal
2022,Mumbai,08-04-2022,Punjab Kings,Gujarat Titans,Gujarat Titans,field,normal,0,Gujarat Titans,0,6,Shubman Gill,Brabourne Stadium,Anil Chaudhary,Virender Sharma,Pashchim Pathak
2022,Navi Mumbai,09-04-2022,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,8,Abhishek Sharma,Dr DY Patil Sports Academy,Nitin Menon,Navdeep Singh,Yeshwant Barde
2022,Pune,09-04-2022,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,Anuj Rawat,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,Bruce Oxenford,Ulhas Gandhe
2022,Mumbai,10-04-2022,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,normal,0,Delhi Capitals,44,0,Kuldeep Yadav,Brabourne Stadium,Chris Gaffaney,Jayaraman Madanagopal,Saiyed Khalid
2022,Mumbai,10-04-2022,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Rajasthan Royals,3,0,Yuzvendra Chahal,Wankhede Stadium,Anil Chaudhary,Tapan Sharma,Pashchim Pathak
2022,Navi Mumbai,11-04-2022,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,8,Kane Williamson,Dr DY Patil Sports Academy,Chirra Ravikanthreddy,Rod Tucker,Virender Sharma
2022,Navi Mumbai,12-04-2022,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Chennai Super Kings,23,0,Shivam Dube,Dr DY Patil Sports Academy,Nitin Menon,Nitin Pandit,Yeshwant Barde
2022,Pune,13-04-2022,Mumbai Indians,Punjab Kings,Mumbai Indians,field,normal,0,Punjab Kings,12,0,Mayank Agarwal,Maharashtra Cricket Association Stadium,Ulhas Gandhe,Bruce Oxenford,KN Ananthapadmanabhan
2022,Navi Mumbai,14-04-2022,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,normal,0,Gujarat Titans,37,0,Hardik Pandya,Dr DY Patil Sports Academy,Chris Gaffaney,Rohan Pandit,Jayaraman Madanagopal
2022,Mumbai,15-04-2022,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,7,Rahul Tripathi,Brabourne Stadium,Sadashiv Iyer,Virender Sharma,Saiyed Khalid
2022,Mumbai,16-04-2022,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,normal,0,Lucknow Super Giants,18,0,KL Rahul,Brabourne Stadium,Anil Chaudhary,Nikhil Patwardhan,Navdeep Singh
2022,Mumbai,16-04-2022,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,normal,0,Royal Challengers Bangalore,16,0,Dinesh Karthik,Wankhede Stadium,Jayaraman Madanagopal,Chirra Ravikanthreddy,Chris Gaffaney
2022,Navi Mumbai,17-04-2022,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,7,Umran Malik,Dr DY Patil Sports Academy,Rohan Pandit,Pashchim Pathak,Rod Tucker
2022,Pune,17-04-2022,Gujarat Titans,Chennai Super Kings,Gujarat Titans,field,normal,0,Gujarat Titans,0,3,David Miller,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,Ulhas Gandhe,Bruce Oxenford
2022,Mumbai,18-04-2022,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,7,0,Yuzvendra Chahal,Brabourne Stadium,Sadashiv Iyer,Virender Sharma,Nitin Menon
2022,Navi Mumbai,19-04-2022,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants,field,normal,0,Royal Challengers Bangalore,18,0,Faf du Plessis,Dr DY Patil Sports Academy,Chris Gaffaney,Nitin Pandit,Jayaraman Madanagopal
2022,Mumbai,20-04-2022,Delhi Capitals,Punjab Kings,Delhi Capitals,field,normal,0,Delhi Capitals,0,9,Kuldeep Yadav,Brabourne Stadium,Tapan Sharma,Rod Tucker,Anil Chaudhary
2022,Navi Mumbai,21-04-2022,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,3,Mukesh Choudhary,Dr DY Patil Sports Academy,Ulhas Gandhe,Bruce Oxenford,KN Ananthapadmanabhan
2022,Mumbai,22-04-2022,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,normal,0,Rajasthan Royals,15,0,Jos Buttler,Wankhede Stadium,Nitin Menon,Nikhil Patwardhan,Yeshwant Barde
2022,Navi Mumbai,23-04-2022,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,bat,normal,0,Gujarat Titans,8,0,Rashid Khan,Dr DY Patil Sports Academy,KN Ananthapadmanabhan,Ulhas Gandhe,Bruce Oxenford
2022,Mumbai,23-04-2022,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,9,Marco Jansen,Brabourne Stadium,Jayaraman Madanagopal,Chirra Ravikanthreddy,Chris Gaffaney
2022,Mumbai,24-04-2022,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,normal,0,Lucknow Super Giants,36,0,KL Rahul,Wankhede Stadium,Marais Erasmus,Saiyed Khalid,Virender Sharma
2022,Mumbai,25-04-2022,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,normal,0,Punjab Kings,11,0,Shikhar Dhawan,Wankhede Stadium,Marais Erasmus,Tapan Sharma,Pashchim Pathak
2022,Pune,26-04-2022,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,normal,0,Rajasthan Royals,29,0,Riyan Parag,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,Bruce Oxenford,Ulhas Gandhe
2022,Mumbai,27-04-2022,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,field,normal,0,Gujarat Titans,0,5,Umran Malik,Wankhede Stadium,Chris Gaffaney,Navdeep Singh,Jayaraman Madanagopal
2022,Mumbai,28-04-2022,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,normal,0,Delhi Capitals,0,4,Kuldeep Yadav,Wankhede Stadium,Anil Chaudhary,Pashchim Pathak,Nitin Menon
2022,Pune,29-04-2022,Punjab Kings,Lucknow Super Giants,Kings XI Punjab,field,normal,0,Lucknow Super Giants,20,0,Krunal Pandya,Maharashtra Cricket Association Stadium,Ulhas Gandhe,Michael Gough,KN Ananthapadmanabhan
2022,Mumbai,30-04-2022,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Gujarat Titans,0,6,Rahul Tewatia,Brabourne Stadium,Saiyed Khalid,Virender Sharma,Nitin Menon
2022,Navi Mumbai,30-04-2022,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,Suryakumar Yadav,Dr DY Patil Sports Academy,Yeshwant Barde,Bruce Oxenford,Navdeep Singh
2022,Mumbai,01-05-2022,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,bat,normal,0,Lucknow Super Giants,6,0,Mohsin Khan,Wankhede Stadium,Chris Gaffaney,Chirra Ravikanthreddy,Pashchim Pathak
2022,Pune,01-05-2022,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,normal,0,Chennai Super Kings,13,0,Ruturaj Gaikwad,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,Anil Chaudhary,Michael Gough
2022,Mumbai,02-05-2022,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,Rinku Singh,Wankhede Stadium,Jayaraman Madanagopal,Nitin Pandit,Chris Gaffaney
2022,Navi Mumbai,03-05-2022,Gujarat Titans,Punjab Kings,Gujarat Titans,bat,normal,0,Punjab Kings,0,8,Kagiso Rabada,Dr DY Patil Sports Academy,Rohan Pandit,Virender Sharma,Saiyed Khalid
2022,Pune,04-05-2022,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,13,0,Harshal Patel,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,Michael Gough,Anil Chaudhary
2022,Mumbai,05-05-2022,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Delhi Capitals,21,0,David Warner,Brabourne Stadium,Navdeep Singh,Nikhil Patwardhan,Nitin Menon
2022,Mumbai,06-05-2022,Gujarat Titans,Mumbai Indians,Gujarat Titans,field,normal,0,Mumbai Indians,5,0,Tim David,Brabourne Stadium,Jayaraman Madanagopal,Sadashiv Iyer,Bruce Oxenford
2022,Mumbai,07-05-2022,Punjab Kings,Rajasthan Royals,Kings XI Punjab,bat,normal,0,Rajasthan Royals,0,6,Yashasvi Jaiswal,Wankhede Stadium,Yeshwant Barde,Chirra Ravikanthreddy,Chris Gaffaney
2022,Pune,07-05-2022,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Lucknow Super Giants,75,0,Avesh Khan,Maharashtra Cricket Association Stadium,Anil Chaudhary,Michael Gough,KN Ananthapadmanabhan
2022,Mumbai,08-05-2022,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,67,0,Wanindu Hasaranga de Silva,Wankhede Stadium,Bruce Oxenford,Nitin Pandit,Pashchim Pathak
2022,Navi Mumbai,08-05-2022,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Chennai Super Kings,91,0,Devon Conway,Dr DY Patil Sports Academy,Nitin Menon,Rohan Pandit,Saiyed Khalid
2022,Navi Mumbai,09-05-2022,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,normal,0,Kolkata Knight Riders,52,0,Jasprit Bumrah,Dr DY Patil Sports Academy,Chris Gaffaney,Sadashiv Iyer,Bruce Oxenford
2022,Pune,10-05-2022,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,bat,normal,0,Gujarat Titans,62,0,Shubman Gill,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,Michael Gough,Anil Chaudhary
2022,Navi Mumbai,11-05-2022,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,8,Mitchell Marsh,Dr DY Patil Sports Academy,Nitin Menon,Nikhil Patwardhan,Virender Sharma
2022,Mumbai,12-05-2022,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,Daniel Sams,Wankhede Stadium,Chris Gaffaney,Chirra Ravikanthreddy,Nitin Menon
2022,Mumbai,13-05-2022,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,normal,0,Punjab Kings,54,0,Jonny Bairstow,Brabourne Stadium,Jayaraman Madanagopal,Nitin Pandit,Navdeep Singh
2022,Pune,14-05-2022,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,54,0,Andre Russell,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,Anil Chaudhary,Michael Gough
2022,Mumbai,15-05-2022,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,bat,normal,0,Gujarat Titans,0,7,Wriddhiman Saha,Wankhede Stadium,Rohan Pandit,Virender Sharma,Chris Gaffaney
2022,Mumbai,15-05-2022,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Rajasthan Royals,24,0,Trent Boult,Brabourne Stadium,Pashchim Pathak,Tapan Sharma,Bruce Oxenford
2022,Navi Mumbai,16-05-2022,Punjab Kings,Delhi Capitals,Kings XI Punjab,field,normal,0,Delhi Capitals,17,0,Shardul Thakur,Dr DY Patil Sports Academy,Nitin Menon,Sadashiv Iyer,Michael Gough
2022,Mumbai,17-05-2022,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,3,0,Rahul Tripathi,Wankhede Stadium,Chris Gaffaney,Nitin Pandit,Navdeep Singh
2022,Navi Mumbai,18-05-2022,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,bat,normal,0,Lucknow Super Giants,2,0,Quinton de Kock,Dr DY Patil Sports Academy,Yeshwant Barde,Rohan Pandit,Bruce Oxenford
2022,Mumbai,19-05-2022,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,bat,normal,0,Royal Challengers Bangalore,0,8,Virat Kohli,Wankhede Stadium,KN Ananthapadmanabhan,Sadashiv Iyer,Navdeep Singh
2022,Mumbai,20-05-2022,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0,5,Ravichandran Ashwin,Brabourne Stadium,Chris Gaffaney,Nikhil Patwardhan,Yeshwant Barde
2022,Mumbai,21-05-2022,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,Jasprit Bumrah,Wankhede Stadium,Nitin Menon,Tapan Sharma,Saiyed Khalid
2022,Mumbai,22-05-2022,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,normal,0,Punjab Kings,0,5,Harpreet Brar,Wankhede Stadium,Anil Chaudhary,Nikhil Patwardhan,Chris Gaffaney
2022,Kolkata,24-05-2022,Gujarat Titans,Rajasthan Royals,Gujarat Titans,field,normal,0,Gujarat Titans,0,7,David Miller,Eden Gardens,Bruce Oxenford,Virender Sharma,Michael Gough
2022,Kolkata,25-05-2022,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants,field,normal,0,Royal Challengers Bangalore,14,0,Rajat Patidar,Eden Gardens,Michael Gough,Jayaraman Madanagopal,Bruce Oxenford
2022,Ahmedabad,27-05-2022,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,Jos Buttler,Narendra Modi Stadium,Chris Gaffaney,Nitin Menon,Anil Chaudhary
2022,Ahmedabad,29-05-2022,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Gujarat Titans,0,7,Hardik Pandya,Narendra Modi Stadium,Chris Gaffaney,Nitin Menon,KN Ananthapadmanabhan
2023,Ahmedabad,31-03-2023,Gujarat Titans,Chennai Super Kings,Gujarat Titans,field,normal,0,Gujarat Titans,0,5,Rashid Khan,Narendra Modi Stadium,Saiyed Khalid,Nitin Menon,Virender Sharma
2023,Chandigarh,01-04-2023,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Punjab Kings,7,0,Arshdeep Singh,Punjab Cricket Association Stadium Mohali,Yeshwant Barde,Bruce Oxenford,Jayaraman Madanagopal
2023,Lucknow,01-04-2023,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,normal,0,Lucknow Super Giants,50,0,Mark Wood,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Anil Chaudhary,Nikhil Patwardhan,Sadashiv Iyer
2023,Hyderabad,02-04-2023,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,normal,0,Rajasthan Royals,72,0,Jos Buttler,Rajiv Gandhi International Stadium,KN Ananthapadmanabhan,Rohan Pandit,Navdeep Singh
